Source IP,Destination IP,Protocol,Port,Size,Time
10.10.10.10,172.217.76.205,TCP,143,4348,2025-05-03 08:07:57
10.10.10.10,8.8.7.10,TCP,3389,8665,2025-05-05 07:37:33
10.10.10.11,8.8.4.131,UDP,38208,4467,2025-05-05 23:02:24
10.10.10.11,172.217.10.45,TCP,38108,5796,2025-05-06 20:59:08
192.168.1.130,8.8.6.41,TCP,23,2518,2025-05-02 11:57:11
10.10.10.11,8.8.5.28,TCP,443,2190,2025-05-04 22:32:18
10.10.10.11,1.1.1.87,TCP,3389,7975,2025-05-04 17:00:46
192.168.1.24,1.1.1.220,UDP,161,1016,2025-05-06 08:40:46
10.10.10.10,8.8.6.135,TCP,143,7776,2025-05-02 09:55:52
192.168.1.198,8.8.6.253,UDP,68,74,2025-05-07 17:34:27
10.10.10.10,1.1.1.91,TCP,23,2816,2025-05-05 05:20:40
192.168.1.98,1.1.1.218,TCP,3389,4538,2025-05-05 11:32:05
10.10.10.10,8.8.8.198,TCP,23,5003,2025-05-05 12:27:29
192.168.1.142,8.8.5.79,UDP,53,371,2025-05-07 13:23:39
10.10.10.11,172.217.89.89,UDP,53,2178,2025-05-07 03:25:37
192.168.1.221,8.8.7.54,TCP,3389,3848,2025-05-06 03:32:20
10.10.10.11,8.8.8.172,TCP,445,4954,2025-05-02 01:51:29
10.10.10.10,172.217.117.13,UDP,500,6435,2025-05-05 15:23:23
10.10.10.10,1.1.1.109,UDP,500,7981,2025-05-07 05:37:28
192.168.1.170,1.1.1.61,TCP,22,2124,2025-05-07 15:14:36
10.10.10.10,1.1.1.215,TCP,20,2405,2025-05-01 12:51:06
10.10.10.10,172.217.14.144,UDP,45982,8748,2025-05-06 15:36:59
10.10.10.11,8.8.7.97,TCP,53012,4143,2025-05-01 14:20:10
10.10.10.11,172.217.124.151,UDP,69,2609,2025-05-02 20:01:51
10.10.10.11,172.217.75.246,UDP,514,3808,2025-05-01 08:23:12
10.10.10.10,172.217.25.153,UDP,123,2272,2025-05-03 19:44:04
10.10.10.11,8.8.5.246,UDP,18956,5870,2025-05-02 05:14:27
192.168.1.184,1.1.1.226,TCP,80,3376,2025-05-02 00:40:13
10.10.10.11,8.8.4.162,TCP,15966,5362,2025-05-07 22:57:33
10.10.10.10,1.1.1.186,TCP,53,2376,2025-05-06 14:03:16
192.168.1.184,1.1.1.218,TCP,20,2697,2025-05-03 01:17:57
10.10.10.10,8.8.5.238,TCP,53,7020,2025-05-02 22:22:31
192.168.1.21,172.217.18.147,TCP,3389,3531,2025-05-03 15:29:56
10.10.10.11,1.1.1.232,UDP,1194,8715,2025-05-03 04:20:40
10.10.10.11,172.217.188.90,TCP,443,3481,2025-05-04 20:37:17
192.168.1.221,1.1.1.222,UDP,69,248,2025-05-02 22:14:25
10.10.10.10,8.8.6.28,TCP,445,5781,2025-05-04 03:09:21
10.10.10.11,172.217.239.141,TCP,110,7144,2025-05-01 19:07:50
192.168.1.109,1.1.1.168,UDP,514,761,2025-05-03 05:41:59
192.168.1.2,172.217.108.75,UDP,500,198,2025-05-02 05:39:33
192.168.1.170,1.1.1.207,ICMP,0,294,2025-05-07 23:33:27
192.168.1.32,172.217.60.55,TCP,20,4271,2025-05-05 18:39:26
10.10.10.10,1.1.1.85,UDP,67,8569,2025-05-06 08:19:30
10.10.10.11,8.8.8.67,TCP,39452,2785,2025-05-07 01:40:05
10.10.10.10,8.8.5.250,TCP,23,6182,2025-05-03 22:58:06
10.10.10.10,8.8.5.72,UDP,161,6208,2025-05-02 03:26:16
192.168.1.60,8.8.8.138,TCP,80,3265,2025-05-04 20:36:36
10.10.10.10,172.217.218.76,TCP,443,3959,2025-05-07 22:20:16
10.10.10.11,8.8.8.63,TCP,25,6237,2025-05-02 00:11:11
10.10.10.10,1.1.1.193,TCP,19282,5926,2025-05-04 06:21:23
192.168.1.108,8.8.4.225,TCP,20,3320,2025-05-02 18:19:46
10.10.10.11,8.8.6.254,UDP,67,1915,2025-05-07 14:09:40
192.168.1.60,172.217.135.248,TCP,2896,487,2025-05-05 07:56:15
192.168.1.138,1.1.1.43,TCP,21,2174,2025-05-07 01:30:50
10.10.10.10,172.217.225.24,TCP,25,8143,2025-05-07 12:49:34
10.10.10.11,8.8.5.68,UDP,49714,8066,2025-05-05 01:26:12
192.168.1.187,1.1.1.19,TCP,21,242,2025-05-05 05:51:49
192.168.1.189,8.8.6.35,TCP,8080,536,2025-05-07 02:41:23
192.168.1.142,8.8.6.247,UDP,7827,247,2025-05-01 04:47:04
10.10.10.10,172.217.220.161,UDP,53,2740,2025-05-02 09:58:34
192.168.1.138,1.1.1.36,ICMP,0,332,2025-05-02 10:51:37
10.10.10.10,172.217.89.89,TCP,445,7399,2025-05-02 20:54:18
10.10.10.10,1.1.1.4,UDP,4737,2921,2025-05-04 08:58:17
192.168.1.98,172.217.139.17,TCP,25,4457,2025-05-06 13:26:52
192.168.1.246,8.8.5.252,UDP,67,71,2025-05-06 06:06:41
192.168.1.180,1.1.1.85,TCP,8080,4399,2025-05-06 03:38:55
192.168.1.32,8.8.5.7,TCP,45861,3753,2025-05-07 04:04:29
10.10.10.11,1.1.1.169,UDP,68,4819,2025-05-04 13:01:57
10.10.10.10,8.8.8.198,TCP,40280,5466,2025-05-03 00:00:20
192.168.1.237,8.8.6.127,UDP,500,473,2025-05-07 21:11:31
10.10.10.11,8.8.6.254,UDP,67,6116,2025-05-06 08:09:52
10.10.10.10,172.217.60.55,TCP,22,6846,2025-05-03 16:48:19
10.10.10.10,1.1.1.122,TCP,36218,6263,2025-05-02 02:28:55
10.10.10.11,8.8.6.90,TCP,443,3607,2025-05-05 14:58:33
10.10.10.10,8.8.8.36,TCP,20,8186,2025-05-02 10:04:15
10.10.10.11,172.217.152.51,TCP,45943,2420,2025-05-05 16:06:14
192.168.1.25,172.217.169.113,UDP,53,793,2025-05-05 00:11:37
10.10.10.10,172.217.251.222,TCP,52158,3089,2025-05-05 03:47:31
192.168.1.87,172.217.99.243,TCP,25,1925,2025-05-05 03:52:16
10.10.10.10,8.8.5.68,UDP,68,2191,2025-05-03 01:47:23
10.10.10.10,1.1.1.148,TCP,3389,3692,2025-05-01 20:58:39
10.10.10.11,172.217.255.1,TCP,53,8322,2025-05-05 06:38:37
10.10.10.10,1.1.1.142,TCP,80,3293,2025-05-07 16:42:28
192.168.1.57,172.217.245.19,UDP,67,1430,2025-05-06 20:39:06
10.10.10.11,172.217.152.85,TCP,20,7489,2025-05-07 02:37:53
10.10.10.11,1.1.1.9,UDP,123,6392,2025-05-03 12:26:58
10.10.10.11,1.1.1.201,UDP,56669,5328,2025-05-02 14:15:55
10.10.10.10,8.8.5.37,TCP,12354,7907,2025-05-01 22:12:54
10.10.10.11,1.1.1.17,TCP,53,3838,2025-05-03 23:01:45
192.168.1.98,172.217.152.85,UDP,1194,1796,2025-05-07 10:59:02
10.10.10.10,172.217.225.129,TCP,22,5785,2025-05-05 17:57:02
10.10.10.11,1.1.1.125,UDP,161,3207,2025-05-07 19:27:33
192.168.1.179,8.8.4.229,TCP,20,1674,2025-05-07 01:36:10
10.10.10.10,172.217.128.187,TCP,53,4647,2025-05-04 04:46:17
10.10.10.10,172.217.14.249,TCP,110,5049,2025-05-03 22:23:25
192.168.1.23,172.217.52.75,ICMP,0,52,2025-05-05 09:52:08
10.10.10.10,8.8.4.187,TCP,3149,1608,2025-05-03 13:07:30
192.168.1.227,8.8.5.205,TCP,52631,286,2025-05-06 12:03:56
10.10.10.11,172.217.145.215,UDP,68,7689,2025-05-05 13:37:55
192.168.1.148,8.8.8.197,UDP,39377,853,2025-05-02 21:21:07
192.168.1.237,1.1.1.91,TCP,8080,2124,2025-05-04 18:24:58
10.10.10.10,8.8.6.28,TCP,3389,4232,2025-05-03 20:44:42
10.10.10.10,8.8.7.11,UDP,68,1647,2025-05-07 03:56:27
192.168.1.213,172.217.183.234,TCP,21,613,2025-05-06 07:31:34
192.168.1.87,8.8.6.153,TCP,47293,4105,2025-05-04 12:16:15
192.168.1.174,172.217.206.159,TCP,8080,2847,2025-05-04 04:11:52
10.10.10.10,8.8.5.78,TCP,41882,7206,2025-05-06 14:31:00
10.10.10.11,8.8.8.60,TCP,23,2639,2025-05-05 06:26:18
192.168.1.174,8.8.7.233,TCP,8080,4152,2025-05-03 02:21:41
10.10.10.10,8.8.5.110,TCP,80,4959,2025-05-05 23:22:08
192.168.1.227,1.1.1.47,TCP,55286,2350,2025-05-05 22:22:12
10.10.10.11,172.217.225.129,TCP,110,6132,2025-05-02 04:00:39
10.10.10.11,1.1.1.168,UDP,68,4554,2025-05-04 18:24:50
10.10.10.11,172.217.99.243,TCP,21,1807,2025-05-07 01:26:11
10.10.10.10,1.1.1.17,UDP,68,6930,2025-05-07 05:56:15
192.168.1.88,1.1.1.59,TCP,8080,1577,2025-05-01 22:14:49
192.168.1.9,1.1.1.148,TCP,443,2689,2025-05-03 22:39:27
192.168.1.93,172.217.80.111,TCP,143,2246,2025-05-02 03:35:26
10.10.10.10,1.1.1.169,UDP,53,7447,2025-05-03 01:08:08
10.10.10.10,172.217.61.27,UDP,514,8056,2025-05-02 14:25:19
192.168.1.140,8.8.5.252,TCP,22,930,2025-05-04 10:38:34
192.168.1.213,8.8.5.78,TCP,443,2213,2025-05-04 13:57:20
10.10.10.11,172.217.18.147,TCP,64920,4426,2025-05-02 02:09:51
192.168.1.152,172.217.33.233,TCP,53,3955,2025-05-02 00:43:46
192.168.1.32,8.8.8.138,TCP,8080,3996,2025-05-02 19:09:22
10.10.10.11,1.1.1.122,TCP,21,7936,2025-05-05 18:07:01
10.10.10.11,172.217.241.13,UDP,161,3764,2025-05-05 20:31:39
192.168.1.155,1.1.1.25,TCP,33148,3142,2025-05-03 06:52:59
10.10.10.11,172.217.40.78,UDP,500,2276,2025-05-07 05:39:52
192.168.1.161,1.1.1.167,TCP,40259,4742,2025-05-02 22:42:12
10.10.10.11,8.8.4.24,UDP,67,8025,2025-05-03 14:31:45
192.168.1.26,1.1.1.16,TCP,25,4711,2025-05-03 03:15:33
10.10.10.11,8.8.7.54,UDP,123,5417,2025-05-03 22:51:02
192.168.1.221,8.8.6.41,TCP,21,3004,2025-05-03 17:29:06
192.168.1.59,172.217.52.75,TCP,445,3787,2025-05-03 07:11:07
192.168.1.21,8.8.4.225,ICMP,0,83,2025-05-06 21:25:34
192.168.1.187,8.8.5.2,TCP,443,2377,2025-05-07 16:46:28
192.168.1.88,172.217.178.84,TCP,3389,3461,2025-05-02 16:12:55
192.168.1.50,172.217.237.49,TCP,21,1790,2025-05-04 14:17:16
192.168.1.189,8.8.8.57,TCP,47202,3212,2025-05-07 15:12:47
10.10.10.11,172.217.61.27,TCP,20,7393,2025-05-04 21:27:13
10.10.10.10,8.8.6.31,TCP,20,3673,2025-05-07 17:25:31
10.10.10.10,8.8.8.224,UDP,514,1715,2025-05-01 12:51:30
10.10.10.11,8.8.4.7,UDP,500,6623,2025-05-02 16:13:17
192.168.1.97,172.217.159.5,TCP,58557,4034,2025-05-02 14:25:27
192.168.1.159,8.8.4.142,TCP,3389,2913,2025-05-01 09:12:21
10.10.10.11,1.1.1.218,TCP,22,7516,2025-05-01 23:44:05
10.10.10.10,8.8.5.252,UDP,67,8527,2025-05-04 21:36:44
10.10.10.10,8.8.5.246,UDP,500,2645,2025-05-06 08:07:17
10.10.10.10,8.8.8.110,TCP,53,1508,2025-05-03 03:50:46
192.168.1.98,8.8.4.2,UDP,67,659,2025-05-05 13:27:57
10.10.10.10,8.8.7.179,UDP,161,4870,2025-05-06 11:08:22
192.168.1.108,8.8.8.63,UDP,68,1190,2025-05-05 20:57:43
10.10.10.10,172.217.117.83,UDP,514,7642,2025-05-01 11:07:14
10.10.10.11,8.8.5.2,UDP,161,4588,2025-05-02 20:56:56
192.168.1.23,8.8.7.191,TCP,443,1820,2025-05-02 19:53:22
10.10.10.11,8.8.8.76,TCP,110,6491,2025-05-06 20:47:48
192.168.1.253,8.8.8.224,TCP,143,2697,2025-05-05 01:09:33
192.168.1.223,1.1.1.220,TCP,445,2235,2025-05-01 22:37:27
192.168.1.208,1.1.1.105,TCP,3389,287,2025-05-03 09:02:29
192.168.1.24,172.217.80.254,TCP,8080,2710,2025-05-03 02:01:19
192.168.1.184,172.217.12.215,TCP,8080,1834,2025-05-04 00:49:25
10.10.10.10,8.8.6.253,TCP,3389,3172,2025-05-05 10:47:32
10.10.10.11,8.8.5.214,UDP,27817,5384,2025-05-03 14:38:19
192.168.1.246,8.8.8.2,TCP,25,4422,2025-05-05 19:59:28
192.168.1.198,1.1.1.14,TCP,53,2372,2025-05-04 21:31:09
10.10.10.11,172.217.237.49,UDP,13788,3855,2025-05-04 05:28:56
10.10.10.10,172.217.254.213,UDP,161,1745,2025-05-01 17:27:23
10.10.10.11,8.8.7.243,TCP,110,3199,2025-05-06 13:37:31
10.10.10.11,8.8.4.176,UDP,32995,2999,2025-05-04 09:27:14
10.10.10.11,8.8.5.214,UDP,1194,5263,2025-05-04 15:06:41
192.168.1.250,172.217.62.138,TCP,21,4559,2025-05-02 05:25:39
192.168.1.222,1.1.1.4,TCP,21,2972,2025-05-01 17:29:29
192.168.1.41,172.217.135.248,TCP,22,3965,2025-05-07 11:17:04
192.168.1.71,172.217.116.124,UDP,161,1833,2025-05-04 20:04:55
192.168.1.57,1.1.1.98,TCP,20,1599,2025-05-05 01:37:55
192.168.1.2,1.1.1.139,TCP,80,3223,2025-05-01 16:58:52
10.10.10.10,172.217.135.248,TCP,53,8737,2025-05-02 11:35:15
192.168.1.246,1.1.1.2,ICMP,0,391,2025-05-03 01:09:13
192.168.1.161,1.1.1.50,TCP,25,2881,2025-05-02 01:09:41
192.168.1.138,1.1.1.220,UDP,161,998,2025-05-06 17:37:06
10.10.10.10,172.217.103.94,UDP,1194,6337,2025-05-03 09:16:54
192.168.1.12,1.1.1.122,TCP,443,2651,2025-05-05 01:58:33
192.168.1.217,172.217.2.99,TCP,3389,3014,2025-05-02 11:07:31
10.10.10.11,172.217.135.105,UDP,69,7810,2025-05-06 01:36:03
10.10.10.11,8.8.7.10,UDP,1194,8364,2025-05-04 21:23:36
10.10.10.11,8.8.5.252,TCP,3389,7614,2025-05-04 13:59:36
10.10.10.11,172.217.14.144,TCP,110,8610,2025-05-07 23:43:49
192.168.1.174,172.217.220.161,TCP,8080,1590,2025-05-02 00:41:54
192.168.1.118,8.8.5.75,TCP,25,1657,2025-05-06 08:19:36
10.10.10.11,8.8.5.180,TCP,25,5504,2025-05-03 15:05:28
10.10.10.10,8.8.6.236,TCP,8080,1723,2025-05-01 07:03:03
192.168.1.18,1.1.1.14,TCP,3389,2455,2025-05-06 03:26:33
10.10.10.11,172.217.130.2,UDP,53,8833,2025-05-07 09:20:08
10.10.10.11,172.217.145.215,UDP,40353,3031,2025-05-02 07:23:53
10.10.10.11,8.8.8.80,TCP,24686,7839,2025-05-01 12:41:44
10.10.10.10,1.1.1.132,TCP,25,6552,2025-05-07 03:44:28
10.10.10.11,1.1.1.49,TCP,20,5167,2025-05-01 03:03:14
192.168.1.21,1.1.1.6,TCP,50127,2673,2025-05-06 03:04:14
10.10.10.10,8.8.7.99,UDP,53,5273,2025-05-03 11:17:43
192.168.1.130,1.1.1.215,UDP,161,203,2025-05-02 21:58:51
10.10.10.11,172.217.217.242,TCP,443,8656,2025-05-06 02:54:06
10.10.10.11,8.8.7.123,TCP,44025,8864,2025-05-02 23:03:17
192.168.1.56,1.1.1.151,UDP,123,1511,2025-05-04 10:20:51
192.168.1.167,1.1.1.222,UDP,8193,1674,2025-05-02 23:17:41
10.10.10.10,172.217.255.1,UDP,19962,1509,2025-05-02 19:29:03
10.10.10.10,172.217.33.130,TCP,21,4359,2025-05-03 08:12:56
10.10.10.11,8.8.8.198,UDP,514,5836,2025-05-06 04:18:18
192.168.1.12,1.1.1.237,TCP,443,3973,2025-05-06 02:33:23
10.10.10.11,1.1.1.98,UDP,161,5900,2025-05-04 08:17:48
10.10.10.11,8.8.8.110,UDP,20404,7428,2025-05-05 20:58:04
10.10.10.11,172.217.17.102,UDP,500,6924,2025-05-01 21:36:22
10.10.10.11,8.8.4.136,UDP,1194,8776,2025-05-05 02:45:55
192.168.1.63,1.1.1.237,UDP,500,1896,2025-05-03 00:54:43
192.168.1.148,172.217.39.161,UDP,161,493,2025-05-03 07:40:44
192.168.1.2,172.217.112.45,UDP,514,366,2025-05-03 22:00:50
192.168.1.237,172.217.135.248,TCP,53,2389,2025-05-05 19:36:16
192.168.1.12,1.1.1.57,UDP,123,1030,2025-05-06 14:49:25
192.168.1.174,1.1.1.25,TCP,8080,4282,2025-05-05 12:10:38
192.168.1.253,172.217.18.147,TCP,445,2073,2025-05-02 01:54:58
10.10.10.10,8.8.6.100,UDP,68,8956,2025-05-03 19:14:03
10.10.10.11,1.1.1.105,UDP,53,6150,2025-05-07 07:25:54
192.168.1.219,8.8.8.138,TCP,22,4649,2025-05-04 04:03:40
192.168.1.59,172.217.0.142,UDP,123,596,2025-05-03 02:38:33
192.168.1.89,8.8.5.246,TCP,3389,3124,2025-05-03 16:09:47
192.168.1.130,1.1.1.17,ICMP,0,117,2025-05-01 10:17:22
192.168.1.167,8.8.5.37,TCP,22,4654,2025-05-04 21:57:57
192.168.1.40,1.1.1.124,TCP,8080,1782,2025-05-03 03:06:59
192.168.1.187,8.8.6.185,TCP,22,3815,2025-05-06 12:58:13
10.10.10.10,172.217.138.206,TCP,43102,4868,2025-05-02 17:50:25
10.10.10.11,8.8.4.119,UDP,69,3420,2025-05-04 21:17:05
192.168.1.227,1.1.1.207,TCP,23,3418,2025-05-02 17:09:56
10.10.10.11,172.217.60.55,TCP,35305,4697,2025-05-06 05:00:11
10.10.10.11,8.8.6.37,TCP,445,7661,2025-05-01 01:03:22
10.10.10.11,8.8.4.162,TCP,80,8489,2025-05-06 01:27:29
10.10.10.10,1.1.1.109,UDP,38663,4833,2025-05-03 11:37:08
192.168.1.164,8.8.5.2,UDP,123,1325,2025-05-07 12:45:15
192.168.1.36,8.8.8.198,TCP,445,2246,2025-05-07 13:01:47
10.10.10.11,172.217.2.99,UDP,69,4391,2025-05-03 09:39:17
192.168.1.189,1.1.1.59,UDP,514,1907,2025-05-01 11:40:27
192.168.1.29,172.217.99.243,TCP,3389,2534,2025-05-01 07:48:47
192.168.1.198,172.217.68.0,TCP,53,1699,2025-05-07 00:44:55
10.10.10.10,1.1.1.139,TCP,143,7758,2025-05-03 22:28:29
10.10.10.11,1.1.1.122,TCP,143,4536,2025-05-04 15:19:48
192.168.1.36,8.8.8.219,ICMP,0,122,2025-05-02 15:18:18
10.10.10.11,1.1.1.111,TCP,20,5301,2025-05-03 11:36:24
192.168.1.63,8.8.6.254,TCP,21,537,2025-05-04 20:13:26
192.168.1.40,8.8.7.123,TCP,143,4949,2025-05-07 04:01:55
192.168.1.144,172.217.145.215,UDP,123,1324,2025-05-07 09:14:02
192.168.1.41,172.217.149.108,UDP,68,295,2025-05-02 14:35:48
192.168.1.9,1.1.1.111,TCP,22,2625,2025-05-01 07:21:51
192.168.1.253,1.1.1.63,TCP,21,475,2025-05-06 10:02:07
10.10.10.10,172.217.235.93,TCP,50957,6843,2025-05-07 17:35:24
192.168.1.24,172.217.80.241,TCP,23855,1051,2025-05-04 06:57:41
10.10.10.11,8.8.6.118,TCP,445,8513,2025-05-02 18:18:35
192.168.1.9,172.217.239.73,TCP,25739,2478,2025-05-03 07:11:41
192.168.1.87,8.8.5.95,TCP,110,1732,2025-05-04 05:41:54
10.10.10.10,1.1.1.120,TCP,22,4923,2025-05-03 01:46:58
10.10.10.11,172.217.217.242,UDP,53,2855,2025-05-05 08:32:51
10.10.10.11,172.217.245.19,TCP,23,4418,2025-05-05 21:53:47
10.10.10.11,172.217.63.8,TCP,56376,2867,2025-05-06 20:54:40
192.168.1.246,172.217.62.138,TCP,59563,4925,2025-05-02 20:26:57
192.168.1.161,172.217.200.139,ICMP,0,125,2025-05-05 13:30:28
192.168.1.198,1.1.1.193,TCP,445,3607,2025-05-01 20:47:41
10.10.10.11,172.217.252.188,TCP,23,8091,2025-05-05 10:04:56
192.168.1.76,1.1.1.122,UDP,60935,1717,2025-05-01 19:31:07
10.10.10.11,172.217.18.194,TCP,20,6671,2025-05-01 03:55:33
192.168.1.237,8.8.5.214,TCP,443,1976,2025-05-02 11:28:26
10.10.10.10,8.8.5.174,UDP,123,5064,2025-05-05 11:42:55
192.168.1.140,172.217.62.138,UDP,161,834,2025-05-04 09:38:36
10.10.10.10,1.1.1.13,TCP,110,7350,2025-05-06 01:04:37
10.10.10.10,8.8.8.60,TCP,3389,6638,2025-05-01 03:47:59
10.10.10.11,172.217.206.159,UDP,68,8078,2025-05-07 02:01:03
192.168.1.71,8.8.4.162,TCP,22,2456,2025-05-04 23:22:56
10.10.10.11,172.217.101.83,TCP,53,8147,2025-05-04 05:57:20
10.10.10.10,172.217.39.161,UDP,514,6252,2025-05-03 14:09:41
10.10.10.10,8.8.7.157,UDP,53,4595,2025-05-02 17:17:29
192.168.1.23,1.1.1.91,UDP,500,737,2025-05-02 23:16:02
192.168.1.50,1.1.1.61,UDP,1194,244,2025-05-06 07:39:10
192.168.1.98,172.217.124.151,TCP,16218,3518,2025-05-03 05:43:31
10.10.10.11,172.217.239.141,TCP,38781,5372,2025-05-05 18:14:16
10.10.10.10,8.8.4.147,TCP,35826,6825,2025-05-02 07:10:39
10.10.10.11,172.217.152.85,TCP,8080,4389,2025-05-03 09:02:03
10.10.10.11,8.8.6.135,TCP,445,6583,2025-05-06 09:30:31
10.10.10.11,1.1.1.215,TCP,3389,2099,2025-05-03 05:08:35
192.168.1.246,1.1.1.142,TCP,25,1893,2025-05-03 18:45:41
192.168.1.21,8.8.5.178,TCP,23,3776,2025-05-02 02:15:46
192.168.1.246,8.8.5.156,TCP,22,1191,2025-05-07 07:24:33
192.168.1.115,172.217.72.245,UDP,37075,139,2025-05-06 12:28:39
192.168.1.29,8.8.5.30,TCP,143,3529,2025-05-02 21:01:00
192.168.1.189,1.1.1.169,UDP,123,382,2025-05-04 16:25:19
192.168.1.108,172.217.171.244,TCP,110,3615,2025-05-02 23:25:53
10.10.10.10,8.8.4.225,UDP,67,5716,2025-05-01 20:08:01
10.10.10.10,1.1.1.148,UDP,161,2597,2025-05-01 16:52:39
192.168.1.25,8.8.7.10,TCP,445,1411,2025-05-04 04:07:05
10.10.10.11,172.217.239.141,TCP,80,2265,2025-05-02 07:04:46
10.10.10.11,172.217.138.206,UDP,514,6435,2025-05-01 16:54:59
192.168.1.167,172.217.48.158,TCP,53,4453,2025-05-04 05:41:16
10.10.10.10,8.8.6.127,UDP,69,3395,2025-05-05 19:38:06
192.168.1.21,8.8.6.236,UDP,500,836,2025-05-07 16:59:09
192.168.1.24,8.8.7.157,TCP,22,2759,2025-05-05 17:19:40
192.168.1.59,8.8.7.179,UDP,123,1719,2025-05-03 16:24:50
192.168.1.68,172.217.144.179,TCP,23,1137,2025-05-01 11:12:52
192.168.1.221,172.217.183.89,TCP,6190,3960,2025-05-06 09:22:45
10.10.10.10,1.1.1.193,UDP,25844,6902,2025-05-07 07:07:50
192.168.1.97,8.8.6.127,UDP,67,1487,2025-05-04 17:17:27
192.168.1.118,8.8.8.80,TCP,445,3181,2025-05-01 15:01:07
192.168.1.2,1.1.1.238,UDP,64456,172,2025-05-01 00:14:44
192.168.1.2,8.8.4.187,TCP,23,4583,2025-05-01 10:51:50
192.168.1.179,172.217.235.93,UDP,1194,755,2025-05-03 04:24:16
192.168.1.227,172.217.39.161,TCP,443,1689,2025-05-07 04:46:57
10.10.10.10,8.8.6.27,UDP,1194,5882,2025-05-03 02:59:47
10.10.10.11,172.217.33.130,TCP,25,2851,2025-05-06 23:27:02
192.168.1.92,8.8.5.83,ICMP,0,402,2025-05-02 05:30:10
192.168.1.2,8.8.7.161,TCP,8080,1518,2025-05-04 11:28:58
192.168.1.130,172.217.33.130,TCP,43301,4545,2025-05-05 06:36:04
192.168.1.56,172.217.55.188,ICMP,0,435,2025-05-06 01:26:00
192.168.1.21,1.1.1.28,TCP,23,2527,2025-05-06 09:04:47
192.168.1.219,8.8.4.142,TCP,8080,622,2025-05-04 00:31:43
10.10.10.11,8.8.6.236,TCP,25,3579,2025-05-07 10:40:59
192.168.1.51,172.217.220.161,TCP,143,4955,2025-05-07 23:32:58
192.168.1.161,172.217.61.27,TCP,43285,3442,2025-05-01 02:12:54
10.10.10.11,8.8.8.76,TCP,22,5361,2025-05-05 09:23:07
192.168.1.115,1.1.1.2,ICMP,0,345,2025-05-04 04:49:30
192.168.1.208,1.1.1.125,TCP,53,2704,2025-05-02 20:23:17
10.10.10.11,8.8.6.90,UDP,500,4143,2025-05-05 07:47:17
192.168.1.27,172.217.47.147,TCP,443,420,2025-05-03 16:34:23
192.168.1.51,8.8.5.177,TCP,143,4984,2025-05-06 01:37:42
10.10.10.11,172.217.48.158,UDP,68,4293,2025-05-05 19:50:09
10.10.10.11,172.217.149.108,UDP,50310,1759,2025-05-06 02:54:48
192.168.1.190,172.217.192.123,TCP,22,479,2025-05-06 05:39:36
192.168.1.60,172.217.239.141,UDP,8425,1881,2025-05-05 23:47:42
10.10.10.10,8.8.4.218,UDP,53,4836,2025-05-01 18:17:28
192.168.1.142,172.217.47.147,TCP,445,1886,2025-05-05 01:51:27
192.168.1.87,8.8.7.255,TCP,21,1998,2025-05-02 09:33:03
10.10.10.10,8.8.4.187,UDP,69,4659,2025-05-05 05:14:01
10.10.10.10,172.217.148.53,TCP,80,7705,2025-05-04 11:10:05
10.10.10.11,1.1.1.232,UDP,69,8657,2025-05-05 20:32:23
192.168.1.12,172.217.55.188,TCP,8080,2873,2025-05-01 08:37:44
10.10.10.11,1.1.1.187,TCP,21,8427,2025-05-03 10:25:15
10.10.10.10,172.217.187.3,TCP,23,5197,2025-05-07 23:00:57
10.10.10.10,8.8.4.235,UDP,500,2078,2025-05-01 09:41:13
192.168.1.246,172.217.75.246,UDP,53,325,2025-05-03 07:50:19
10.10.10.10,172.217.178.84,TCP,36424,3164,2025-05-04 21:15:57
192.168.1.198,8.8.7.110,ICMP,0,477,2025-05-03 11:54:27
10.10.10.11,172.217.152.51,TCP,110,4843,2025-05-05 07:41:10
192.168.1.213,172.217.239.73,TCP,110,3543,2025-05-04 09:28:48
192.168.1.24,172.217.129.130,TCP,21,1867,2025-05-06 00:07:52
192.168.1.2,8.8.8.138,ICMP,0,411,2025-05-05 19:46:42
10.10.10.11,1.1.1.47,TCP,25,4552,2025-05-03 15:45:01
10.10.10.10,8.8.6.90,TCP,80,7029,2025-05-01 08:14:53
10.10.10.11,8.8.8.203,TCP,443,8038,2025-05-05 03:05:49
10.10.10.10,8.8.5.7,UDP,53,4475,2025-05-04 17:51:40
192.168.1.57,172.217.75.246,TCP,25,934,2025-05-05 19:08:27
10.10.10.10,1.1.1.172,TCP,80,4615,2025-05-05 02:14:58
192.168.1.155,8.8.4.225,UDP,500,850,2025-05-01 06:02:02
10.10.10.10,8.8.7.157,TCP,110,3395,2025-05-01 23:16:24
10.10.10.10,8.8.5.152,TCP,25,5981,2025-05-01 04:20:49
10.10.10.10,172.217.200.139,TCP,3389,1523,2025-05-05 20:42:49
192.168.1.181,1.1.1.34,UDP,1194,1174,2025-05-04 12:34:26
10.10.10.11,172.217.129.130,UDP,40305,2590,2025-05-01 06:59:53
10.10.10.10,172.217.17.157,UDP,500,5939,2025-05-02 19:39:59
192.168.1.109,172.217.20.253,UDP,514,1695,2025-05-02 01:22:00
192.168.1.179,8.8.7.43,TCP,20,4886,2025-05-06 20:02:10
10.10.10.11,1.1.1.9,UDP,53,2271,2025-05-07 14:31:56
